"","control_1","control_2","control_3","gland_1","gland_2","gland_3","avg_ctrl","avg_seg7","ctrl_seg7_ratio","Protein_ID","Annotation","beta_seg7vC","padj_seg7vC","change"
"1",8.31757677867625,8.8976690044019,8.66726929238927,8.87262921843929,8.32967914505238,9.88671948784874,8.628,8.849,0.221,"Dcor_evm.model.WTDall_ctg3222.4","hypothetical protein",1.3060446579067,0.290543620247088,"not_sig"
"2",8.02127709769519,7.95944993985782,8.02304176264474,8.27580982504778,8.18973872113804,8.11716672597603,8.001,8.166,0.165,"Dcor_evm.model.WTDall_ctg343.1","Retrovirus-related Pol polyprotein from transposon 297-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A5M1]",1.15458177840808,0.0909079616935144,"not_sig"
"3",12.2879822688893,13.0209514937734,12.6270243933973,11.0487467413676,11.617441751436,12.2998359604456,12.645,11.845,-0.8,"Dcor_evm.model.WTDall_ctg6124.1","NADH-ubiquinone oxidoreductase chain 1",-1.01121232827213,0.0245198599003027,"other"
"4",8.52345972046207,8.9530425534228,8.92703056293199,9.43723063111703,8.8385175597633,9.30223992049744,8.801,8.993,0.192,"Dcor_evm.model.WTDall_ctg7979.1","hypothetical protein",0.885132090676234,0.158318517233624,"not_sig"
"5",7.95846457431,8.28612555969378,8.15794686828575,8.11894055047592,7.88379646474993,8.56011551615297,8.134,8.109,-0.025,"Dcor_evm.model.WTDall_ctg9302.2","hypothetical protein",0.504372340338455,0.793045665913171,"not_sig"
"6",11.3875838997562,11.4606842586985,11.2799198256611,10.9891701127792,10.8452187301118,11.2736958472017,11.376,10.988,-0.388,"Dcor_evm.model.contig_104_pilon.1","Lambda-crystallin homolog ",-0.389981612099544,0.0810299717987136,"not_sig"
"7",8.4875714480424,8.5737834768297,8.54342872918434,8.34120399808138,8.20609964959176,8.56011551615297,8.535,8.324,-0.211,"Dcor_evm.model.contig_106_pilon.1","hypothetical protein",-0.528074149466272,0.470047318759073,"not_sig"
"8",8.04385682926593,7.71437860070359,8.12759251890185,8.12714351854875,7.97476851249218,7.98172191468244,7.962,7.977,0.015,"Dcor_evm.model.contig_106_pilon.2","hypothetical protein",0.201737769401725,0.925217144853147,"not_sig"
"9",8.05471333991403,7.71437860070359,8.28902650425737,8.24371659440711,8.12827013154126,8.12770183070375,8.019,8.128,0.109,"Dcor_evm.model.contig_106_pilon.3","hypothetical protein",0.478937758413192,0.815907400947492,"not_sig"
"10",9.97741794658716,10.0731514211655,9.93700638440323,9.80020404375457,9.9363023852333,9.77367182294329,9.996,9.882,-0.114,"Dcor_evm.model.contig_106_pilon.4","Meiosis regulator and mRNA stability factor 1",-0.23708394826008,0.250543634830055,"not_sig"
"11",9.89099107938041,9.44854860784163,9.8576804078576,9.94089265513673,9.27113600860155,9.8917105355314,9.732,9.478,-0.254,"Dcor_evm.model.contig_10_pilon.1","FACT complex subunit spt16",-0.0198882250420564,0.981502623461834,"not_sig"
"12",8.85774052281687,8.84837988698013,8.7323096926332,8.76375477646933,8.5503502288993,8.81423789207443,8.813,8.638,-0.175,"Dcor_evm.model.contig_10_pilon.2","U6 snRNA-associated Sm-like protein LSm4",-0.256797672794926,0.636996244374631,"not_sig"
"13",8.33716953972805,8.24865903645266,8.31217474143919,8.49370041321532,8.20609964959176,8.43048951671126,8.299,8.281,-0.018,"Dcor_evm.model.contig_10_pilon.3","Endophilin-B2",0.344133696021239,0.679737425084398,"not_sig"
"14",8.36244483852062,8.09408694709282,8.29683471951817,8.37436511091894,8.31632648399495,8.39099159246507,8.251,8.341,0.09,"Dcor_evm.model.contig_116_pilon.1","hypothetical protein",0.404109130612509,0.624201690775337,"not_sig"
"15",9.35685411842736,9.26848249743861,9.37624364804858,9.37091583282371,9.32572706808594,9.27279176360173,9.334,9.308,-0.026,"Dcor_evm.model.contig_116_pilon.2","PREDICTED: mucin-5AC",-0.0205489048147686,0.952846173575854,"not_sig"
"16",9.43238108760258,9.30245681228458,9.45563854390687,9.39023280649086,9.45543059323081,9.48591123411558,9.397,9.466,0.069,"Dcor_evm.model.contig_120_pilon.1","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 ",0.0791268939857634,0.803281709146021,"not_sig"
"17",10.8966145702051,10.639741207115,10.8214027856274,10.8791025683801,10.6552628439258,10.6825898867298,10.786,10.664,-0.122,"Dcor_evm.model.contig_124_pilon.1","Max-binding protein MNT",-0.0595380310926028,0.845038735291174,"not_sig"
"18",8.64901109999065,8.59209527991151,8.49186220063172,8.59734458203156,8.60752244446839,8.52110060098692,8.578,8.579,0.001,"Dcor_evm.model.contig_133_pilon.1","hypothetical protein TSAR_005064",-0.0117622630762519,0.984180581452017,"not_sig"
"19",7.97189885105157,7.99349417450752,7.93502593674672,8.17379515711503,8.06888862074997,7.99601909002739,7.967,8.045,0.078,"Dcor_evm.model.contig_140_pilon.1","Nose resistant to fluoxetine protein 6",0.818775284122498,0.403532308906806,"not_sig"
