"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Protein_ID","Annotation","Dcor_Gene"
"1",36.1802884620446,1.83497148804367,0.515704174245244,3.55818622319518,0.000373424534417512,0.00185920311073062,"Alus_evm.model.scaffold00001.1","Probable aminopeptidase NPEPL1","Dcor_evm.model.hic_scaffold_9_pilon.471"
"2",502.925955779771,0.967133375892552,0.387804897525375,2.49386581258755,0.0126360304075334,0.0358153523283342,"Alus_evm.model.scaffold00001.3","Nascent polypeptide-associated complex subunit alpha","Dcor_evm.model.hic_scaffold_9_pilon.175"
"3",210.547231456807,2.08909136356009,0.428513219230131,4.87520867457335,1.08693494570608e-06,1.06901734778506e-05,"Alus_evm.model.scaffold00001.5","Storkhead-box protein 1","Dcor_evm.model.hic_scaffold_7_pilon.138"
"4",201.616101956956,0.796363370168827,0.669172010030624,1.19007274397562,0.23401780191896,0.365460338817477,"Alus_evm.model.scaffold00003.1","Torsin-1B","Dcor_evm.model.hic_scaffold_10_pilon.1384"
"5",4.55850944469416,0.626908063009365,1.41440937261772,0.443229573520935,0.657599690074113,0.766891906383406,"Alus_evm.model.scaffold00003.4","Peripheral plasma membrane protein CASK-like Protein ",NA
"6",13.8359751917034,-4.38802403246355,1.1991031180178,-3.65942175158151,0.000252785014315551,0.00132451497796877,"Alus_evm.model.scaffold00003.5","Amidophosphoribosyltransferase","Dcor_evm.model.hic_scaffold_10_pilon.1283"
"7",78.8760940486393,-2.59393898739624,0.644159716740446,-4.02685688034327,5.65274157770503e-05,0.000354906722660678,"Alus_evm.model.scaffold00003.6","Multifunctional protein ADE2","Dcor_evm.model.hic_scaffold_10_pilon.1282"
"8",63.6149517376505,9.78814180668053,1.58066720998406,6.19241149867291,5.92506196177125e-10,1.1590238973771e-08,"Alus_evm.model.scaffold00004.1","Transient receptor potential channel pyrexia","Dcor_evm.model.hic_scaffold_6_pilon.308"
"9",12.2487460262704,0.878073397957511,0.708997320821373,1.23847209597388,0.21554106245017,0.342600520076447,"Alus_evm.model.scaffold00004.5","Serine/threonine-protein kinase Genghis Khan","Dcor_evm.model.hic_scaffold_6_pilon.346"
"10",13.2880449382146,1.68811691343416,1.03716258293775,1.62762997933516,0.103603368350474,0.195351683832294,"Alus_evm.model.scaffold00006.2","Breast carcinoma-amplified sequence 3 homolog","Dcor_evm.model.hic_scaffold_5_pilon.1094"
"11",18.6585705814816,0.982922591086153,1.15986909646277,0.847442693389929,0.396748416261794,0.539132521355368,"Alus_evm.model.scaffold00012.5","-",NA
"12",34.6492127483362,-0.5850722351943,1.48145604520179,-0.394930539511625,0.692894150905888,0.792560527023905,"Alus_evm.model.scaffold00018.1","Probable cytochrome P450 304a1","Dcor_evm.model.hic_scaffold_4_pilon.1051"
"13",10.0764951919089,-0.640930462509759,1.19790786044378,-0.535041536727471,0.592621135293549,0.714625433848323,"Alus_evm.model.scaffold00021.2","PREDICTED: uncharacterized protein LOC108566095","Dcor_evm.model.hic_scaffold_10_pilon.867"
"14",126.752181742798,0.662345852673876,0.520958053867535,1.2713995834342,0.203586530756604,0.328285940815375,"Alus_evm.model.scaffold00026.1","Replication protein A 32 kDa subunit","Dcor_evm.model.hic_scaffold_6_pilon.1139"
"15",2360.78848451276,1.7139580099552,0.306483644309681,5.59233108120889,2.24041082551934e-08,3.18885654329406e-07,"Alus_evm.model.scaffold00026.2","Annexin B10","Dcor_evm.model.hic_scaffold_6_pilon.1142"
"16",771.229378513411,2.02125983975614,0.411957648425209,4.90647484634115,9.27278745172818e-07,9.30639699732459e-06,"Alus_evm.model.scaffold00028.1","hypothetical protein","Dcor_evm.model.hic_scaffold_1_pilon.566"
"17",280.828352527581,-0.197681759378469,0.429907833408903,-0.459823580814926,0.645642855903729,0.757611344225185,"Alus_evm.model.scaffold00028.2","-",NA
"18",3115.2421957936,0.668577944406057,0.420046172597723,1.591677267933,0.111457238594326,0.206771898707803,"Alus_evm.model.scaffold00028.3","Eukaryotic translation initiation factor 3 subunit B","Dcor_evm.model.hic_scaffold_1_pilon.880"
"19",14.7294267029705,5.38268337505287,1.32815663209904,4.05274742825023,5.06196424527274e-05,0.000322502371001182,"Alus_evm.model.scaffold00030.2","Cysteine/serine-rich nuclear protein 2","Dcor_evm.model.hic_scaffold_7_pilon.1441"
"20",43.7052821946329,1.3327177582182,0.759941362653887,1.75371130420385,0.0794799875817841,0.159625141509334,"Alus_evm.model.scaffold00031.1",NA,NA
"21",514.329715776319,0.67686394452616,0.399771286042217,1.69312796631092,0.090431112069336,0.176021193085213,"Alus_evm.model.scaffold00031.2","PREDICTED: uncharacterized protein LOC108558090","Dcor_evm.model.hic_scaffold_5_pilon.830"
"22",387.437755673157,2.32398188231171,0.727676662959439,3.19370126954483,0.00140461385225283,0.00570670616647039,"Alus_evm.model.scaffold00035.1","uncharacterized protein LOC111255159","Dcor_evm.model.hic_scaffold_30_pilon.6"
"23",154.152441732611,1.6831123842297,0.621135559976565,2.70973438438012,0.00673371093950407,0.0213309898608696,"Alus_evm.model.scaffold00036.1","Midasin","Dcor_evm.model.contig_40_pilon.1"
"24",744.692270603801,-1.63459764887265,0.312099382873714,-5.23742672549295,1.62830913831906e-07,1.90447826862581e-06,"Alus_evm.model.scaffold00036.2","SH3 domain-binding glutamic acid-rich protein homolog-like Protein ",NA
"25",124.465036832872,0.815344693001574,0.588685225870309,1.38502659345013,0.166044335887104,0.281803046243098,"Alus_evm.model.scaffold00041.1","Serine/threonine-protein kinase SMG1","Dcor_evm.model.hic_scaffold_16_pilon.52"
"26",106.183987271163,1.19059156634537,0.723119834802891,1.64646509339617,0.0996680410402855,0.189525475469985,"Alus_evm.model.scaffold00041.2","Putative ATP-dependent RNA helicase TDRD12","Dcor_evm.model.hic_scaffold_6_pilon.545"
"27",27.7428899489353,-0.800870447064549,0.841098026532558,-0.95217254327198,0.341009483300415,0.48253703278141,"Alus_evm.model.scaffold00048.1",NA,NA
"28",279.468470615442,0.622239309470145,0.346614537184109,1.79519103418226,0.072623268472522,0.148533840195978,"Alus_evm.model.scaffold00048.2","Regulator of nonsense transcripts 3A","Dcor_evm.model.hic_scaffold_4_pilon.164"
"29",660.547028196465,0.0467834253395351,0.341313057615891,0.137068958528345,0.89097628835272,0.931788973263705,"Alus_evm.model.scaffold00048.3","BCL-6 corepressor","Dcor_evm.model.hic_scaffold_4_pilon.165"
"30",9.35882695964627,-0.648827097254017,0.771193055190277,-0.841329019870299,0.40016363753751,0.542680788869468,"Alus_evm.model.scaffold00057.1",NA,NA
"31",34.6809171423032,0.905676132870306,0.642235962758931,1.41019218073632,0.158482944042044,0.27131536346069,"Alus_evm.model.scaffold00057.2",NA,NA
"32",302.214139969088,0.0848504490418926,0.638528103476835,0.132884439353374,0.894284773354722,0.933802095093564,"Alus_evm.model.scaffold00057.3","PREDICTED: ankyrin-3","Dcor_evm.model.hic_scaffold_7_pilon.1418"
"33",61.6601900923595,0.029572546318385,0.646836125444969,0.0457187611437774,0.963534410213732,0.979037269090901,"Alus_evm.model.scaffold00057.4",NA,NA
"34",740.986771896572,2.40101688554437,0.473657994600549,5.0690939726864,3.99713854434396e-07,4.32083074478182e-06,"Alus_evm.model.scaffold00057.5","Translocation protein SEC63 homolog","Dcor_evm.model.hic_scaffold_7_pilon.1420"
"35",73.7626424190064,2.76674076315742,1.23248538994268,2.24484670222832,0.0247779754650343,0.0623142424422229,"Alus_evm.model.scaffold00064.2","Segmentation polarity homeobox protein engrailed","Dcor_evm.model.hic_scaffold_9_pilon.1485"
"36",17.0195914138226,-3.74499488590353,0.996004845492977,-3.76001673370367,0.000169901991781433,0.000937064151811895,"Alus_evm.model.scaffold00065.1","Extracellular sulfatase SULF-1 homolog","Dcor_evm.model.hic_scaffold_7_pilon.1084"
"37",23.4110562419893,0.581535668470581,0.930492945140364,0.624975902834875,0.53198687371459,0.661553359699753,"Alus_evm.model.scaffold00066.1",NA,NA
"38",18.4296708330538,-0.667494112524472,1.17775848103804,-0.566749569857617,0.570884337527191,0.695664631116693,"Alus_evm.model.scaffold00066.2","Actin-related protein 6","Dcor_evm.model.hic_scaffold_8_pilon.236"
"39",278.22222118535,-0.805188415680582,1.67045517631187,-0.482017372928451,0.629793604917349,0.744270205679848,"Alus_evm.model.scaffold00075.1","Elongation of very long chain fatty acids protein AAEL008004","Dcor_evm.model.hic_scaffold_3_pilon.1467"
"40",159.98744514293,-2.15349281705602,1.1342360764396,-1.89862839120397,0.0576133527798327,0.122957825428738,"Alus_evm.model.scaffold00075.4","Trypsin-1","Dcor_evm.model.hic_scaffold_3_pilon.1466"
"41",1769.2992560471,1.29475250958262,0.327217476932879,3.95685622210273,7.59426077471914e-05,0.000459699675483139,"Alus_evm.model.scaffold00082.1","Phospholipase D3","Dcor_evm.model.hic_scaffold_10_pilon.58"
"42",124.193345560637,-0.177265236718707,0.44529299725562,-0.398086737970748,0.690566249840286,0.791236757442998,"Alus_evm.model.scaffold00082.2","hypothetical protein","Dcor_evm.model.hic_scaffold_10_pilon.60"
"43",30.955297549538,0.463293901425165,0.600295052468218,0.771776977871549,0.440246529415544,0.580420250416123,"Alus_evm.model.scaffold00082.3","Glutathione S-transferase D1","Dcor_evm.model.hic_scaffold_10_pilon.63"
"44",437.03913365271,-1.30287609060119,0.28074455268998,-4.64078849658013,3.47082234744767e-06,3.04479370674958e-05,"Alus_evm.model.scaffold00082.4","GRAM domain-containing protein 1B-like Protein ",NA
"45",196.224842715179,1.49051873577425,0.420172144967702,3.54740016354207,0.00038905317325783,0.00192724092569326,"Alus_evm.model.scaffold00082.5","PREDICTED: nucleolar and coiled-body phosphoprotein 1-like","Dcor_evm.model.hic_scaffold_10_pilon.65"
"46",330.922921448506,0.904652789069653,0.323101176987996,2.79990558221725,0.00511175557722621,0.0169747381545098,"Alus_evm.model.scaffold00082.6","Organic cation transporter protein","Dcor_evm.model.hic_scaffold_10_pilon.66"
"47",1532.34935259935,-0.610997350775349,0.43122892129471,-1.41687470529784,0.15651956311162,0.268720947860475,"Alus_evm.model.scaffold00083.1","Tetraspanin-6 ","Dcor_evm.model.hic_scaffold_5_pilon.812"
"48",79.2958063918545,0.091785446532042,0.470996389645319,0.194875053291089,0.845490764353165,0.900616962344627,"Alus_evm.model.scaffold00083.2","ATPase family protein 2 homolog ","Dcor_evm.model.hic_scaffold_5_pilon.811"
"49",24.6627515548104,-1.32067501657783,0.719841214181457,-1.8346754680886,0.0665537892450678,0.138427266960225,"Alus_evm.model.scaffold00083.3","TBP-related factor","Dcor_evm.model.hic_scaffold_5_pilon.810"
"50",13.7242309723487,1.0705000368751,1.65509105181748,0.646792232789592,0.517766419997693,0.649176775752361,"Alus_evm.model.scaffold00085.1",NA,NA
"51",133.093057815445,-1.74059468335089,0.441355436232227,-3.94374814596153,8.02179037911843e-05,0.000480195755565964,"Alus_evm.model.scaffold00085.2","PREDICTED: uncharacterized protein LOC108566872","Dcor_evm.model.hic_scaffold_10_pilon.287"
"52",143.73250640696,1.54991559305552,0.566813478843813,2.73443672549397,0.00624871039096448,0.0200653653024161,"Alus_evm.model.scaffold00085.3","Lamin-B receptor-like Protein ",NA
"53",11616.2403711533,-2.51869676318693,1.44588330682601,-1.74197789772949,0.0815123118304903,0.162738298291267,"Alus_evm.model.scaffold00086.1","Hexamerin","Dcor_evm.model.hic_scaffold_2_pilon.227"
"54",179.872011741018,-2.64517961615374,1.78120886359303,-1.48504741370864,0.137531264669642,0.243156536864353,"Alus_evm.model.scaffold00086.2","Hexamerin","Dcor_evm.model.hic_scaffold_2_pilon.227"
"55",80.1040349354352,0.493422761317519,1.71475737284675,0.287750774034209,0.773537520874856,0.850395163181062,"Alus_evm.model.scaffold00089.2",NA,NA
"56",10.0593806332271,-0.915981059415536,0.821386481626378,-1.11516451744112,0.264779928190294,0.399966211292066,"Alus_evm.model.scaffold00096.4",NA,NA
"57",6.52545039030033,-0.447581123192878,0.956091144519252,-0.468136459330908,0.639687007873608,0.752772593629521,"Alus_evm.model.scaffold00096.5",NA,NA
"58",126.084530731467,-1.26951445467151,0.663839063341862,-1.91238287225911,0.0558271032343618,0.120142863257846,"Alus_evm.model.scaffold00098.2","Rho guanine nucleotide exchange factor 28","Dcor_evm.model.hic_scaffold_9_pilon.895"
"59",106.030992564057,-0.563617739015369,0.657977086519084,-0.856591742422358,0.391670550921441,0.534249119540311,"Alus_evm.model.scaffold00098.3","tRNA (adenine(37)-N6)-methyltransferase ","Dcor_evm.model.hic_scaffold_9_pilon.894"
"60",371.558802212925,-0.0986990405565224,0.375796033902065,-0.262639920734885,0.792828127607136,0.863253775965866,"Alus_evm.model.scaffold00098.5","Activating signal cointegrator 1","Dcor_evm.model.hic_scaffold_9_pilon.924"
"61",174.318824956858,1.13667970616445,0.731138221838302,1.55467143176634,0.12002434181174,0.218906074518658,"Alus_evm.model.scaffold00100.12","FERM domain-containing protein 8","Dcor_evm.model.hic_scaffold_9_pilon.256"
"62",217.859744661403,-4.2800988816811,0.77302332064109,-5.53683021895316,3.07994851528172e-08,4.2861293835731e-07,"Alus_evm.model.scaffold00104.1","PREDICTED: uncharacterized protein LOC108567978","Dcor_evm.model.hic_scaffold_3_pilon.744"
"63",8.10926929914242,-5.19617121269801,1.1906945882115,-4.36398322806103,1.27715373231946e-05,9.6111380873295e-05,"Alus_evm.model.scaffold00104.2",NA,NA
"64",470.916727324882,-0.46350674343579,0.419040935966512,-1.10611327832857,0.268677492143438,0.404552647544803,"Alus_evm.model.scaffold00104.3","ARF GTPase-activating protein GIT2","Dcor_evm.model.hic_scaffold_3_pilon.746"
"65",25.8626907173478,-1.10044906307219,0.506727965689099,-2.17167620021857,0.0298800949148121,0.0727498875672326,"Alus_evm.model.scaffold00104.4","Dynein light chain 4, axonemal ","Dcor_evm.model.hic_scaffold_3_pilon.747"
"66",61.6236132942662,1.9403387173751,1.12268610512821,1.72830028670704,0.0839344016995498,0.16615448924076,"Alus_evm.model.scaffold00108.3","FMRFamide receptor","Dcor_evm.model.hic_scaffold_6_pilon.312"
"67",473.057585959932,-1.78345984872301,0.431647844142975,-4.1317473790794,3.60015959833345e-05,0.000239229376238566,"Alus_evm.model.scaffold00115.1",NA,NA
"68",5564.36456696859,-1.61526694553556,0.353250762215538,-4.57257879757948,4.81757959456242e-06,4.09001902843393e-05,"Alus_evm.model.scaffold00115.2","V-type proton ATPase catalytic subunit A","Dcor_evm.model.hic_scaffold_5_pilon.655"
"69",182.100496356544,1.3915793549798,0.58142144983752,2.39340904152861,0.0166926196879942,0.0450142570829129,"Alus_evm.model.scaffold00115.3","PREDICTED: reticulocyte-binding protein 2 homolog a","Dcor_evm.model.hic_scaffold_5_pilon.656"
"70",17.0541539308898,-1.47497025644169,0.743033419065879,-1.98506583767925,0.0471371470113528,0.105107175423415,"Alus_evm.model.scaffold00116.1",NA,NA
"71",1333.10574168879,0.17533386708869,0.322863323330768,0.543059104019269,0.587089108987972,0.709566344483616,"Alus_evm.model.scaffold00116.2","cAMP-responsive element-binding protein-like 2","Dcor_evm.model.hic_scaffold_3_pilon.1023"
"72",167.016659460981,0.255494945522335,0.504242137694798,0.506690985188902,0.61237165681862,0.730637666775414,"Alus_evm.model.scaffold00116.3","Negative elongation factor A","Dcor_evm.model.hic_scaffold_3_pilon.1022"
"73",82.1050246966112,-1.66429363436977,0.402842138709114,-4.13137920402991,3.605931662808e-05,0.000239339004466279,"Alus_evm.model.scaffold00116.4","Chitin synthase chs-2","Dcor_evm.model.hic_scaffold_3_pilon.1020"
"74",30.3845088613962,-0.613257631872988,0.580234812377918,-1.05691285457302,0.290551361236669,0.42940524839124,"Alus_evm.model.scaffold00116.5",NA,NA
"75",53.9651263279889,0.0315013301562181,0.59821172908379,0.0526591650158129,0.95800347545288,0.975068758851617,"Alus_evm.model.scaffold00116.6","Serine/threonine-protein kinase NLK","Dcor_evm.model.hic_scaffold_3_pilon.995"
"76",184.9726223343,-0.601950746372786,0.421835534782005,-1.42697970355641,0.153585744994977,0.264356464807261,"Alus_evm.model.scaffold00116.7","PREDICTED: ubiquitin-protein ligase E3B","Dcor_evm.model.hic_scaffold_3_pilon.994"
"77",538.610048299984,0.304704974725069,0.249344091386523,1.22202604854481,0.221697776580939,0.350016708961632,"Alus_evm.model.scaffold00116.9","ADP-ribose glycohydrolase MACROD2","Dcor_evm.model.hic_scaffold_3_pilon.992"
"78",964.219257129671,1.19217166299192,0.326070264442766,3.65618025620726,0.000256001373438513,0.00133941803864462,"Alus_evm.model.scaffold00116.10","Chromodomain-helicase-DNA-binding protein Mi-2 homolog","Dcor_evm.model.hic_scaffold_3_pilon.991"
"79",606.841709949642,0.0120862930142605,0.334424922705069,0.0361405271966511,0.971170307391851,0.983246486732938,"Alus_evm.model.scaffold00116.11","Ribosomal protein S6 kinase beta-1","Dcor_evm.model.hic_scaffold_3_pilon.1237"
"80",690.169401021951,1.96005388752352,0.836127687172002,2.34420402241783,0.0190677377972755,0.0501491720586405,"Alus_evm.model.scaffold00116.12","Excitatory amino acid transporter 2","Dcor_evm.model.hic_scaffold_3_pilon.1236"
"81",117.144622448418,0.0709168802858635,0.341630830772941,0.207583373331423,0.835554287736145,0.894000867260739,"Alus_evm.model.scaffold00116.13","G-patch domain and KOW motifs-containing protein","Dcor_evm.model.hic_scaffold_3_pilon.1104"
"82",162.686887488067,0.326243632902149,0.460473509241383,0.708495985881198,0.478637304073397,0.615883350693144,"Alus_evm.model.scaffold00116.14","Peptidyl-prolyl cis-trans isomerase H","Dcor_evm.model.hic_scaffold_3_pilon.1100"
"83",127.964169239217,0.837101884490805,0.758321292772965,1.10388814407382,0.269641662443738,0.405495099948465,"Alus_evm.model.scaffold00116.15","UPF0489 protein C5orf22 homolog-like Protein ",NA
"84",1060.90094652658,0.737425881354821,0.421912834200693,1.74781571352733,0.0804959434737497,0.161215818540991,"Alus_evm.model.scaffold00116.16","Paxillin","Dcor_evm.model.hic_scaffold_3_pilon.1102"
"85",114.878589523678,1.82908284784009,0.479311588555388,3.81606222656292,0.000135598321625281,0.000766662971325343,"Alus_evm.model.scaffold00116.17","GLYATL3",NA
"86",16.0737950254061,-0.257497760091659,0.756851920528644,-0.340222113609492,0.733689266188841,0.823009284883484,"Alus_evm.model.scaffold00116.18",NA,NA
