"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Protein_ID","Annotation"
"1",766.217384984477,-0.080000952789276,0.249660249597811,-0.320439288665909,0.748635346340464,0.826117770220844,"Dcor_evm.model.WTDall_ctg1116.1","hypothetical protein"
"2",10.4166911718106,-0.269174469649267,0.405789950700574,-0.663334489147777,0.507116352465261,0.628030441506428,"Dcor_evm.model.WTDall_ctg1284.2","hypothetical protein"
"3",27.3869968898046,-0.24797216563423,0.352544166318393,-0.703379007015758,0.481819585677751,0.606622374754307,"Dcor_evm.model.WTDall_ctg1284.6","hypothetical protein"
"4",1511.1715241476,0.16610946852101,0.248625869812315,0.668110155417068,0.504063279814264,0.625483281078464,"Dcor_evm.model.WTDall_ctg1453.1","hypothetical protein"
"5",11.4367235778444,-0.113008342990439,0.438046940856701,-0.257982267310042,0.796420592750367,0.861849754802476,"Dcor_evm.model.WTDall_ctg1545.1","hypothetical protein"
"6",37.6680447728921,-4.23553112517011,1.49162036608732,-2.83955034502537,0.00451771655993432,0.0126944631279857,"Dcor_evm.model.WTDall_ctg1562.1","hypothetical protein"
"7",2952.96853928816,0.0175483254458193,0.25439456506417,0.0689807403762452,0.945004949929988,0.964716478354362,"Dcor_evm.model.WTDall_ctg1861.1","hypothetical protein"
"8",28.4279052136396,0.17105424133608,0.245598098720659,0.696480315715455,0.486128080428688,0.610553754447988,"Dcor_evm.model.WTDall_ctg249.1","hypothetical protein"
"9",133.448094903136,0.294024887426699,0.262602395572866,1.11965805485241,0.262859505910901,0.386523664793271,"Dcor_evm.model.WTDall_ctg253.1","hypothetical protein"
"10",54.1406010814221,-0.7136865699462,0.334308394997761,-2.13481498109247,0.0327761260897406,0.0706472597298066,"Dcor_evm.model.WTDall_ctg264.1","hypothetical protein"
"11",17.5172994204607,0.0884699048745656,0.302169728065734,0.292782157368589,0.769688667289333,0.841568191798305,"Dcor_evm.model.WTDall_ctg282.1","hypothetical protein"
"12",215.418467360463,0.510887412895923,0.329815111110593,1.54901153914871,0.121378946202109,0.208291486855838,"Dcor_evm.model.WTDall_ctg305.2","hypothetical protein"
"13",249.256673415162,-0.616938869402847,0.353941458862858,-1.74305341732203,0.0813242844669795,0.150339126100305,"Dcor_evm.model.WTDall_ctg305.1","protein FAM133-like, partial"
"14",10.330819982012,0.730559339838851,0.52686973441364,1.38660335206367,0.165562745621234,0.267520227631047,"Dcor_evm.model.WTDall_ctg3222.4","hypothetical protein"
"15",308.662461422344,0.205524487838962,0.422702327611359,0.486215652041371,0.626814275067719,0.730594892274153,"Dcor_evm.model.WTDall_ctg3222.5","hypothetical protein"
"16",25.2376838793481,-0.639171471689108,0.659771389755064,-0.968777187999008,0.332656370729417,0.461050200146609,"Dcor_evm.model.WTDall_ctg343.1","Retrovirus-related Pol polyprotein from transposon 297-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A5M1]"
"17",7.73543137537359,-0.435199303127538,0.743635564408835,-0.585231965705549,0.558391753915346,0.673674826130512,"Dcor_evm.model.WTDall_ctg343.3","Retrovirus-related Pol polyprotein from transposon 297-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A5M1]"
"18",57.3686091972327,0.195873834931432,0.288237306696885,0.679557539501351,0.49678466276012,0.619495415414703,"Dcor_evm.model.WTDall_ctg377.1","hypothetical protein"
"19",660.654233434541,-0.694171947299556,0.287342507602101,-2.41583451433094,0.015699194584093,0.0377795243817884,"Dcor_evm.model.WTDall_ctg4442.1","hypothetical protein"
"20",7.63228117604229,-0.685380471872821,0.382374070351734,-1.7924344902424,0.0730633941051825,0.137898803089145,"Dcor_evm.model.WTDall_ctg4854.1","hypothetical protein"
"21",308.827891325142,0.14021714070028,0.222223113463801,0.630974602572654,0.528057130768403,0.647247355557608,"Dcor_evm.model.WTDall_ctg5296.1","hypothetical protein"
"22",68.3915434599366,-0.649344440265979,0.349797636772221,-1.85634313101096,0.0634046650411271,0.122973018843228,"Dcor_evm.model.WTDall_ctg535.1","TFIID subunit domain protein"
"23",15390.7096829843,1.58220797118148,0.344325305297247,4.5950964011071,4.32549248533262e-06,2.22566249699842e-05,"Dcor_evm.model.WTDall_ctg6124.1","NADH-ubiquinone oxidoreductase chain 1"
"24",381.765192475036,-0.682680886848749,0.336447267260185,-2.029087328924,0.0424493962747296,0.0877232958127024,"Dcor_evm.model.WTDall_ctg630.1","hypothetical protein"
"25",10.0316994507976,0.67892119365465,0.865973981863595,0.783997219170023,0.433041742021174,0.561553429266204,"Dcor_evm.model.WTDall_ctg6376.2","hypothetical protein"
"26",33.5028401993796,-0.716280975974843,0.404176866436664,-1.77219686591609,0.0763618836994076,0.143007082254232,"Dcor_evm.model.WTDall_ctg651.1","hypothetical protein CEK62_00005 "
"27",13884.3265639572,5.69614197168236,3.48435375125239,1.6347771719892,0.102095767911667,0.181236052611659,"Dcor_evm.model.WTDall_ctg6758.1","hypothetical protein"
"28",361.983663655894,-0.232668117214487,0.394329343870886,-0.590035007109866,0.555167180058701,0.670846763264783,"Dcor_evm.model.WTDall_ctg7979.1","hypothetical protein"
"29",183.018846990225,0.064581067176965,0.443271965276501,0.145691747360294,0.884164736505569,0.923775662570039,"Dcor_evm.model.WTDall_ctg7979.2","hypothetical protein"
"30",169.364469354461,-0.734090080322201,0.371273562714048,-1.97722152624046,0.0480165954114092,0.0973004045724239,"Dcor_evm.model.WTDall_ctg824.1","hypothetical protein"
